sample_id,shop_id,item_id,item_category_id,date_block_num,text_file
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,49,9926,40,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,16,5061,49,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,16,3059,35,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,37,3061,35,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,49,1077,30,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,30,2761,30,27,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,45,4732,37,26,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,10,1267,55,26,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,22,8952,64,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,42,2127,75,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,47,9124,40,18,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,33,11210,40,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,33,3823,19,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,34,1673,19,20,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,25,1881,21,23,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,14,2543,23,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,22,1267,55,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,28,9012,65,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,18,2127,75,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,47,7079,40,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,19,1368,30,28,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,25,3308,40,29,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,47,7658,40,20,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,34,4166,6,23,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,25,9439,38,24,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,5,4164,6,30,train_text.parquet
ac6e7a64-0ee4-471f-9c9a-6c214fbb2dc5,19,2385,67,28,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,7,249,49,29,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,44,11921,55,15,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,21,3243,55,27,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,0,3052,30,23,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,15,3389,30,20,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,49,4616,40,26,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,19,2494,23,28,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,37,3815,30,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,25,7581,55,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,10,11602,72,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,28,3233,30,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,0,4207,6,23,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,22,8981,64,29,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,37,6282,38,27,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,36,1178,30,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,39,357,55,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,25,11317,40,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,13,2761,30,25,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,22,11030,40,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,19,5891,55,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,33,1863,55,29,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,47,7920,40,29,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,43,3819,30,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,10,2155,19,24,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,21,1740,23,30,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,45,9240,40,27,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,43,1612,30,26,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,22,5907,55,28,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,41,3744,30,27,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,22,4743,55,29,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,25,10694,40,26,train_text.parquet
c848a7be-39b0-470d-b1a2-950419bb9bb7,37,2232,23,26,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,35,9020,65,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,48,6656,30,29,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,48,5275,40,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,12,1903,23,24,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,3,7812,30,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,37,3816,30,27,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,45,10186,57,27,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,41,7392,19,21,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,25,11603,72,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,49,7059,40,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,25,5818,55,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,25,7140,40,28,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,28,2167,23,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,5,1526,75,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,37,4138,28,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,42,886,30,23,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,32,2761,30,26,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,2,3416,28,26,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,19,1418,19,26,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,38,11248,62,21,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,43,1480,30,14,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,1,4166,6,28,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,18,519,55,29,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,24,7837,40,21,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,48,2,40,29,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,5,10704,55,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,14,2431,30,22,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,19,2880,58,28,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,33,11600,72,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,48,3744,30,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,48,7625,40,30,train_text.parquet
9857abef-f005-46d7-bd1f-e07e9cf16604,21,1591,75,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,44,8166,40,27,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,37,1612,30,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,37,3640,21,23,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,50,3407,28,26,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,25,9453,40,28,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,22,1117,22,17,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,15,126,73,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,37,7218,3,27,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,47,10243,57,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,6,1359,30,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,30,4207,6,26,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,2,3411,28,28,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,41,3059,35,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,0,9876,79,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,19,1300,55,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,38,3002,4,21,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,5,655,19,26,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,15,1681,19,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,43,9009,64,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,36,2167,23,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,19,458,57,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,33,3381,30,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,35,3815,30,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,4,2079,55,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,19,4636,55,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,45,9217,55,26,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,1,1895,30,29,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,4,4173,30,19,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,19,815,30,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,33,7442,69,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,5,1870,23,30,train_text.parquet
60414122-8c5c-426a-a1de-e7248327d575,48,9869,19,27,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,13,4633,55,29,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,4,2365,55,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,48,2858,55,27,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,49,1527,75,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,30,651,19,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,46,9866,31,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,22,6889,55,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,25,2167,23,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,49,10489,40,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,25,10473,55,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,11,9020,65,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,18,3187,23,29,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,9,1987,23,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,20,3762,30,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,45,3139,55,27,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,19,2527,19,28,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,3,9020,65,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,19,1987,23,27,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,45,458,57,26,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,10,2540,30,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,33,12271,49,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,48,417,67,25,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,28,2127,75,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,0,1077,30,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,25,2606,19,19,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,25,1972,55,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,37,1554,23,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,25,6890,55,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,19,6212,19,26,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,22,9821,43,30,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,20,1487,21,24,train_text.parquet
df3a93ab-659f-4055-8661-fbe32966893c,45,1901,19,26,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,19,1602,75,29,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,24,11805,40,25,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,45,116,49,25,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,49,11159,40,28,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,33,1879,19,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,23,2156,20,26,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,14,1196,30,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,49,677,30,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,12,1359,30,24,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,48,7079,40,25,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,13,2813,30,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,21,2167,23,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,3,883,30,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,19,1196,30,29,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,22,11602,72,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,10,3826,22,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,37,883,30,25,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,45,2542,19,27,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,24,4164,6,24,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,3,9009,64,29,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,41,2733,19,28,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,25,3965,55,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,30,3062,35,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,25,4622,40,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,25,4681,40,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,21,11603,72,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,12,2974,2,23,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,25,2981,3,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,5,654,30,21,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,28,1090,30,30,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,19,617,70,23,train_text.parquet
3d0b0dfc-1129-4bb1-87cb-5328780a6de6,45,3381,30,27,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,33,9758,37,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,49,4681,40,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,15,4743,55,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,33,2197,55,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,4,8298,30,20,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,0,2166,23,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,32,5682,23,19,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,38,3141,55,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,45,5900,55,27,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,23,2608,19,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,43,3139,55,26,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,23,11853,40,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,3,2543,23,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,49,5580,55,29,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,19,1986,20,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,22,1818,23,29,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,45,3159,55,26,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,25,95,45,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,19,1209,55,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,41,3411,28,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,16,10889,49,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,48,9068,67,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,49,412,67,23,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,34,1120,30,24,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,25,1956,19,26,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,15,3823,19,28,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,44,10704,55,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,38,2493,19,27,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,24,1077,30,25,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,33,8608,70,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,15,815,30,30,train_text.parquet
cfee1604-259c-4c92-b76a-c0e951dfb0e3,47,2228,30,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,4,3571,30,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,49,3381,30,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,9,3062,35,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,11,3823,19,26,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,37,1359,30,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,11,2492,30,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,45,11856,37,26,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,19,1506,30,28,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,41,4165,6,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,13,1683,30,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,48,1286,55,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,44,357,55,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,22,11149,37,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,38,2988,3,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,5,7811,30,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,45,11853,40,27,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,21,1601,75,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,47,8808,40,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,25,6891,55,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,5,8912,64,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,33,2754,23,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,35,3381,30,26,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,19,2366,58,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,32,6655,30,30,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,20,1948,19,28,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,25,6466,22,21,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,33,6213,19,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,14,6656,30,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,2,2518,23,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,25,10460,55,29,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,34,2543,23,23,train_text.parquet
7b8dc137-95f8-4d6d-b542-0cd30d7b228e,24,11035,40,22,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,44,4092,29,25,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,11,3187,23,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,19,19,57,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,28,9426,55,26,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,48,6655,30,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,45,8881,65,26,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,6,677,30,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,20,2825,75,28,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,4,7581,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,1,3571,30,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,34,3233,30,24,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,4,9008,65,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,25,5448,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,25,7976,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,48,2166,23,28,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,16,4483,49,29,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,25,11233,40,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,19,1863,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,29,9876,79,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,44,4138,28,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,21,7581,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,22,2495,30,16,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,48,1589,75,29,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,47,11719,71,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,46,140,31,27,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,23,3745,19,28,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,24,3403,28,24,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,28,1286,55,30,train_text.parquet
55596659-0685-47f6-b8d5-e8334de84207,45,3965,55,24,train_text.parquet
